Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
100951,Medical,Senior,,,Ideation,Intermediate,5,TRUE,13.55,4,Allowed_With_Disclosure,8,3.798,78.15,Medium
100952,Humanities,Senior,2.612,14.19,Copywriting/Drafting,Beginner,1,FALSE,12.83,3,Allowed_With_Disclosure,1,3.942,76.58,Low
100953,STEM,Freshman,2.556,3.4,Debugging/Troubleshooting,Advanced,5,FALSE,12.67,3,Allowed_With_Citation,6,3.022,74.77,Low
100954,Humanities,Senior,3.801,6.43,Copywriting/Drafting,Beginner,2,FALSE,8.69,2,Allowed_With_Citation,2,3.806,68.42,High
100955,Medical,Junior,2.871,9.75,Debugging/Troubleshooting,Beginner,3,TRUE,8.3,3,Strict_Ban,5,3.356,45.08,Medium
100956,Medical,Senior,2.989,,Ideation,Beginner,2,FALSE,19.27,4,Strict_Ban,9,3.371,48.85,Medium
100957,Humanities,Freshman,3.453,24.56,Debugging/Troubleshooting,Beginner,1,TRUE,14.01,1,Allowed_With_Citation,10,3.005,59.41,Medium
100958,STEM,Senior,2.732,10.33,Copywriting/Drafting,Beginner,3,FALSE,13.38,5,Strict_Ban,5,3.701,91.84,Low
100959,Business,Freshman,3.094,14.69,Summarizing_Reading,Advanced,5,TRUE,10.07,3,Allowed_With_Disclosure,5,3.375,57.3,Low
100960,Medical,Senior,3.557,13.1,Copywriting/Drafting,Beginner,1,TRUE,12.05,2,Allowed_With_Disclosure,1,3.227,88.36,Low
100961,STEM,Sophomore,2.632,2.42,Copywriting/Drafting,Advanced,3,TRUE,6.35,5,Allowed_With_Citation,5,2.649,67.96,Medium
100962,STEM,Freshman,3,,Copywriting/Drafting,Intermediate,3,TRUE,9.75,2,Strict_Ban,2,2.664,68.83,Medium
100963,Business,Junior,2.749,3.34,Summarizing_Reading,Advanced,2,TRUE,15.48,1,Allowed_With_Citation,3,3.119,56.8,Low
100964,Medical,Junior,2.89,30.12,Copywriting/Drafting,Beginner,3,TRUE,6.73,2,Allowed_With_Disclosure,6,3.3,,Low
100965,Medical,Senior,3.674,18.96,Debugging/Troubleshooting,Advanced,3,TRUE,8.51,2,Allowed_With_Citation,6,3.283,77.48,Low
100966,STEM,Sophomore,3.762,5.07,Summarizing_Reading,Intermediate,1,FALSE,14.02,1,Allowed_With_Disclosure,10,3.095,34.9,Medium
100967,STEM,Senior,3.303,2.16,Summarizing_Reading,Advanced,3,TRUE,11.06,5,Strict_Ban,2,3.203,73.82,High
100968,Business,Senior,3.413,14.52,Debugging/Troubleshooting,Beginner,3,TRUE,11.83,3,Strict_Ban,5,3.232,76.89,High
100969,Business,Sophomore,3.402,13.35,Ideation,Advanced,2,FALSE,15.72,5,Strict_Ban,1,3.56,54.92,Medium
100970,Medical,Freshman,2.931,9.13,Copywriting/Drafting,Beginner,2,FALSE,16.11,4,Allowed_With_Citation,1,3.674,,Low
100971,Humanities, Junior ,3.295,3.17,Summarizing_Reading,Beginner,3,FALSE,10.32,2,Allowed_With_Disclosure,1,3.426,68.24,High
100972,Medical,Sophomore,2.682,5.85,Copywriting/Drafting,Advanced,4,FALSE,15.4,3,Allowed_With_Citation,8,3.868,65.61,Medium
100973,STEM,Senior,,11.24,Debugging/Troubleshooting,Advanced,4,FALSE,6.4,1,Allowed_With_Disclosure,6,3.279,47.95,Low
100974,Medical,Freshman,3.165,12.12,Ideation,,2,TRUE,12.41,3,Allowed_With_Citation,8,3.52,75.01,Low
100975,Humanities,Senior,2.776,26.43,Summarizing_Reading,Intermediate,4,TRUE,12.56,5,Allowed_With_Citation,5,2.978,70.25,Low
100976,Business,Freshman,2.691,9.12,Debugging/Troubleshooting,,5,FALSE,17.01,4,Allowed_With_Citation,6,3.036,,Medium
100977,HUMANITIES,Junior,2.915,14,Ideation,Beginner,3,TRUE,12.4,4,Allowed_With_Disclosure,10,3.733,68.23,Medium
100978,Humanities,Junior,3.659,4.34,Ideation,Intermediate,3,TRUE,5.54,1,Allowed_With_Citation,2,2.902,81.07,High
100979,Humanities,Freshman,3.823,13.07,Copywriting/Drafting,Beginner,1,FALSE,2.05,2,Allowed_With_Citation,3,3.295,72.39,Medium
100980,Business,Junior,3.187,3.57,Summarizing_Reading,Beginner,5,TRUE,14.67,4,Strict_Ban,9,2.599,78.5,Medium
100981,Humanities,Senior,3.433,17.94,Copywriting/Drafting,Advanced,1,FALSE,4.83,5,Allowed_With_Citation,8,3.062,64.05,Medium
100982,Humanities,Freshman,2.975,7.15,Debugging/Troubleshooting,Intermediate,2,TRUE,15.7,5,Allowed_With_Disclosure,4,3.446,100,Medium
100983,Humanities,Senior,2.374,7.45,Summarizing_Reading,Beginner,1,FALSE,9.64,1,Allowed_With_Disclosure,4,2.576,93.57,Medium
100984,STEM,Freshman,2.843,1.84,Copywriting/Drafting,Intermediate,1,TRUE,16.12,1,Allowed_With_Disclosure,7,3.702,68.21,High
100985,Humanities,Senior,3.077,7.54,Summarizing_Reading,,1,FALSE,16.72,4,Allowed_With_Disclosure,7,3.375,100,Medium
100986,Business,Junior,3.256,19.33,Debugging/Troubleshooting,Intermediate,2,FALSE,10.98,3,Allowed_With_Disclosure,2,3.387,99,Medium
100987,Humanities,Sophomore,3.16,4.02,Ideation,Intermediate,3,FALSE,14.25,2,Strict_Ban,10,2.907,56.7,Medium
100988,Humanities,Senior,3.087,8.82,Debugging/Troubleshooting,Intermediate,2,FALSE,15.1,2,Allowed_With_Disclosure,1,3.288,73.06,High
100989,Business,Freshman,2.97,18.54,DEBUGGING/TROUBLESHOOTING,Beginner,3,FALSE,13.58,2,Allowed_With_Citation,9,4,56.25,High
100990,Humanities,Junior,3.338,5.06,Copywriting/Drafting,Advanced,2,TRUE,15.11,5,Strict_Ban,3,3.101,66.78,Low
100991,Business,Freshman,2.654,21.96,Summarizing_Reading,Intermediate,3,FALSE,16.54,3,Allowed_With_Disclosure,7,3.02,77.72,Low
100992,Humanities,Senior,3.521,7.98,Debugging/Troubleshooting,Intermediate,2,FALSE,11.51,2,Allowed_With_Disclosure,9,3.718,85.9,Medium
100993,Business,Freshman,2.965,7.05,Ideation,Beginner,4,FALSE,6.57,3,Allowed_With_Disclosure,10,3.76,94.15,High
100994,Humanities, Freshman ,4,2.94,Copywriting/Drafting,Beginner,3,FALSE,6.79,5,Strict_Ban,1,2.791,60.94,Low
100995,Humanities,Senior,3.074,14.9,Debugging/Troubleshooting,Beginner,1,FALSE,6.06,3,Allowed_With_Disclosure,9,3.632,70.36,Medium
100996,STEM,Junior,3.008,12.86,Debugging/Troubleshooting,Intermediate,4,TRUE,16.9,5,Strict_Ban,5,3.594,80.67,Low
100997,STEM,Junior,2.975,17.34,Summarizing_Reading,Intermediate,4,TRUE,8.11,4,Allowed_With_Disclosure,7,2.959,85.02,Medium
100998,Humanities,Senior,3.012,12.34,Debugging/Troubleshooting,Beginner,5,FALSE,12.83,3,Strict_Ban,10,3.492,76.83,Medium
100999,Humanities,Junior,3.443,1.35,Debugging/Troubleshooting,Intermediate,3,FALSE,9.9,3,Strict_Ban,5,3.01,56.62,Low
101000,Medical,Sophomore,3.183,8.38,Copywriting/Drafting,Advanced,2,TRUE,10.92,3,Strict_Ban,9,3.766,58.68,Low
101001,Business,Freshman,3.595,12.52,Copywriting/Drafting,Beginner,4,FALSE,5.94,3,Allowed_With_Disclosure,6,3.83,68.39,Medium
101002,Medical,Senior,3.386,6.25,Copywriting/Drafting,Beginner,3,FALSE,,5,Strict_Ban,9,3.469,96.29,High
101003,STEM,Sophomore,3.213,6.83,Debugging/Troubleshooting,Beginner,3,TRUE,6.98,4,Strict_Ban,5,2.497,61.52,Low
101004,STEM,Freshman,3.349,14.04,Copywriting/Drafting,Intermediate,3,FALSE,17.14,5,Allowed_With_Disclosure,2,3.569,68.36,Medium
101005,STEM,Senior,3.679,8.5,Copywriting/Drafting,Intermediate,3,FALSE,11.98,1,Strict_Ban,4,3.487,80.54,Medium
101006,STEM,Junior,3.463,7.32,Summarizing_Reading,Advanced,2,FALSE,11.18,3,Strict_Ban,2,3.077,76.16,Medium
101007,Humanities,Senior,3.312,1.5,Ideation,Beginner,3,FALSE,12.96,3,Strict_Ban,1,3.125,63.29,Low
101008,STEM,Senior,3.369,3.01,Copywriting/Drafting,Beginner,1,FALSE,14.2,1,Allowed_With_Citation,10,2.426,70.57,High
101009,Humanities,Freshman,2.739,16.74,Debugging/Troubleshooting,Intermediate,3,FALSE,16.37,1,Allowed_With_Disclosure,5,2.833,75.69,High
101010,Humanities,Freshman,4,9.68,Summarizing_Reading,Intermediate,1,FALSE,8.4,5,Allowed_With_Disclosure,1,3.274,72.3,Medium
101011,STEM,Freshman,3.411,12.34,Summarizing_Reading,Intermediate,2,FALSE,6.34,1,Strict_Ban,8,2.893,88.88,Low
101012,STEM,Sophomore,3.451,13.1,Summarizing_Reading,Intermediate,4,FALSE,10.34,2,Allowed_With_Citation,9,2.617,62.51,Medium
101013,Business,Junior,,1.29,Ideation,Advanced,3,FALSE,11.87,2,Allowed_With_Citation,6,3.478,87.52,Medium
101014,Medical,Senior,,5.05,Summarizing_Reading,Intermediate,4,FALSE,17.92,5,Allowed_With_Disclosure,4,2.995,95.92,Low
101015,STEM,Senior,3.094,16.69,Summarizing_Reading,Beginner,3,TRUE,3.63,4,Allowed_With_Citation,3,3.67,74.7,High
101016,Business,Junior,3.23,108.5307864,Ideation,Beginner,2,TRUE,5.87,2,Allowed_With_Citation,5,3.22,58.99,Medium
101017,Business,Senior,2.871,0.96,IDEATION,Advanced,4,FALSE,,3,Allowed_With_Disclosure,1,3.001,58.86,Medium
101018,Medical,Freshman,2.867,1.22,SUMMARIZING_READING,Intermediate,2,TRUE,11.62,5,Allowed_With_Disclosure,5,3.328,94.36,Medium
101019,Humanities,Senior,,1.96,Ideation,Intermediate,4,TRUE,16.76,5,Strict_Ban,7,3.311,70.78,Medium
101020,STEM,Junior,3.509,4.17,Summarizing_Reading,Beginner,1,TRUE,9.75,2,Strict_Ban,9,3.473,72.29,Medium
101021,Medical, Sophomore ,3.702,14.19,Debugging/Troubleshooting,Beginner,1,TRUE,15.4,4,Strict_Ban,8,2.909,83.1,Low
101022,STEM,Sophomore,3.268,26.71,SUMMARIZING_READING,Advanced,1,TRUE,15.81,5,Strict_Ban,8,3.058,86.14,Medium
101023,Business,Junior,2.973,11.76,Ideation,Intermediate,5,FALSE,14.73,3,Allowed_With_Disclosure,8,2.953,38.22,Low
101024,Business,Senior,3.055,0.54,Ideation,Advanced,5,TRUE,5.41,1,Allowed_With_Citation,5,3.19,89.3,Low
101025,Humanities, Senior ,3.24,10.6,Summarizing_Reading,Intermediate,1,FALSE,12.62,1,Allowed_With_Disclosure,7,2.929,65.11,Low
101026,Business,Sophomore,3.287,2.85,Copywriting/Drafting,Beginner,3,FALSE,12.43,4,Allowed_With_Citation,6,2.485,72.9,High
101027,Business,Senior,3.374,13.26,Debugging/Troubleshooting,Beginner,3,TRUE,8.34,2,Allowed_With_Disclosure,1,2.417,47.13,Medium
101028,MEDICAL,Sophomore,3.024,16.26,Summarizing_Reading,Beginner,4,TRUE,13.12,2,Allowed_With_Disclosure,9,3.262,99.8,Low
101029,STEM,Junior,3.412,9.42,Debugging/Troubleshooting,Intermediate,5,FALSE,16.94,3,Strict_Ban,10,3.264,90.66,Low
101030,STEM,Junior,3.38,21.16,Debugging/Troubleshooting,Beginner,4,TRUE,6.72,3,Allowed_With_Citation,7,3.062,75.87,Medium
101031,Medical,Senior,3.042,6.74,Ideation,Beginner,3,FALSE,8.6,4,Allowed_With_Disclosure,7,3.217,84.64,High
101032,Humanities,Freshman,2.512,33.43,Ideation,Beginner,2,FALSE,12.11,4,Allowed_With_Citation,5,3.356,83.38,Low
101033,STEM,Freshman,2.846,6.39,Copywriting/Drafting,Beginner,1,FALSE,10.61,5,Allowed_With_Disclosure,4,2.67,57.74,High
101034,Business,Sophomore,3.827,,Debugging/Troubleshooting,Beginner,5,FALSE,18.43,2,Allowed_With_Disclosure,8,3.675,58.47,Medium
101035,STEM,Junior,2.523,22,Summarizing_Reading,Beginner,5,FALSE,14.62,2,Strict_Ban,7,4,79.34,Low
101036,Business, Sophomore ,3.727,6.17,Summarizing_Reading,Intermediate,4,FALSE,3.46,4,Allowed_With_Citation,4,3.551,70.81,Medium
101037,Humanities,Junior,2.509,13.66,Debugging/Troubleshooting,Intermediate,4,TRUE,8.34,2,Strict_Ban,4,3.376,59.17,Low
101038,Medical,Sophomore,2.891,5.55,Summarizing_Reading,Intermediate,2,TRUE,17.9,4,Allowed_With_Disclosure,2,3.132,47.27,Low
101039,STEM,Sophomore,3.05,1.88,Debugging/Troubleshooting,Beginner,4,FALSE,12.79,5,Strict_Ban,2,3.236,69.14,Medium
101040,Medical,Sophomore,3.913,3.98,Debugging/Troubleshooting,Beginner,1,FALSE,17.48,2,Allowed_With_Disclosure,2,3.167,75.18,Low
101041,STEM,Senior,3.21,2.26,Debugging/Troubleshooting,Intermediate,3,FALSE,15.25,4,Allowed_With_Disclosure,8,2.438,51.53,Low
101042,Business,Freshman,3.114,9.26,Copywriting/Drafting,Intermediate,3,TRUE,17.81,5,Allowed_With_Disclosure,4,3.352,,Low
101043,Medical,Junior,2.826,,Ideation,Intermediate,3,TRUE,15.09,3,Allowed_With_Citation,10,3.219,77.72,Medium
101044,STEM,Sophomore,3.409,4.14,Summarizing_Reading,Intermediate,4,FALSE,11.45,1,Allowed_With_Disclosure,7,2.913,69.23,Low
101045,Business,Freshman,2.995,24.99,Copywriting/Drafting,Intermediate,3,FALSE,22.33,2,Strict_Ban,7,2.814,88.49,Medium
101046,Medical,Sophomore,3.108,2.51,Copywriting/Drafting,Beginner,5,TRUE,20.44,2,Strict_Ban,10,2.862,72.65,Low
101047,Medical,Sophomore,3.057,2.91,Copywriting/Drafting,Advanced,5,FALSE,11.97,1,Strict_Ban,1,2.94,73.61,Medium
101048,STEM,Junior,3.488,7.01,Copywriting/Drafting,Intermediate,2,TRUE,,2,Allowed_With_Citation,5,2.803,69.43,Low
101049,STEM,Senior,3.505,6.59,Summarizing_Reading,,2,TRUE,12.08,4,Strict_Ban,2,2.473,92.12,Low
101050,STEM,Sophomore,2.844,2.58,Copywriting/Drafting,Beginner,1,TRUE,,2,Allowed_With_Disclosure,5,3.581,74.94,High
101051,Business,Junior,2.949,20.39,Copywriting/Drafting,Intermediate,1,FALSE,14.13,4,Strict_Ban,4,3.69,81.41,Low
101052,STEM,Senior,2.91,5.06,Ideation,Advanced,5,TRUE,,2,Strict_Ban,10,3.061,100,Low
101053,Medical,Senior,3.273,7.4,Copywriting/Drafting,Intermediate,3,TRUE,16.63,4,Allowed_With_Disclosure,1,2.685,70.35,Low
101054,Medical,Freshman,3.563,5.91,Summarizing_Reading,Intermediate,4,FALSE,17.58,3,Strict_Ban,1,3.727,86.44,Medium
101055,STEM,Freshman,3.279,11.74,Ideation,Intermediate,4,FALSE,13.82,1,Allowed_With_Disclosure,2,3.34,80.06,High
101056,STEM,Sophomore,2.324,12.02,Copywriting/Drafting,Beginner,3,TRUE,12.35,1,Allowed_With_Citation,7,2.247,58.83,Medium
101057,Humanities,Freshman,3.504,9.24,Copywriting/Drafting,Intermediate,4,FALSE,13.26,1,Allowed_With_Disclosure,8,3.448,100,High
101058,Medical,Junior,2.66,20.06,Ideation,Beginner,1,FALSE,13.92,2,Strict_Ban,2,3.285,69.32,Low
101059,Business,Junior,2.914,4.4,Ideation,Intermediate,1,FALSE,2.28,2,Strict_Ban,4,3.497,82.88,Medium
101060,Humanities,Freshman,3.279,11.31,Debugging/Troubleshooting,Intermediate,5,FALSE,10.12,1,Allowed_With_Disclosure,2,3.119,63.65,Low
101061,STEM,Junior,3.166,3.41,Copywriting/Drafting,Intermediate,1,FALSE,10.99,2,Allowed_With_Citation,5,3.683,,Medium
101062,STEM,Junior,3.549,6.32,Debugging/Troubleshooting,Intermediate,1,FALSE,15,4,Allowed_With_Citation,7,3.314,75.11,Low
101063,Medical,Sophomore,,2.44,Copywriting/Drafting,Beginner,4,FALSE,12.82,5,Allowed_With_Disclosure,8,2.941,90.1,Low
101064,STEM,Sophomore,2.813,0.82,Ideation,Beginner,1,FALSE,15.93,2,Allowed_With_Disclosure,7,2.686,58.19,Low
101065,Business,Junior,3.075,5.27,Summarizing_Reading,Intermediate,4,FALSE,14.19,1,Allowed_With_Disclosure,6,2.832,66.11,Low
101066,Medical,Freshman,3.591,3.22,Ideation,Beginner,1,TRUE,16.95,5,Strict_Ban,3,2.632,52.55,Low
101067,STEM,Junior,3.452,6.31,Copywriting/Drafting,Beginner,2,TRUE,,3,Allowed_With_Disclosure,2,3.996,,Medium
101068,Medical,Senior,3.235,13.54,Copywriting/Drafting,Advanced,3,TRUE,9.61,4,Allowed_With_Citation,1,2.806,50.07,Low
101069,STEM,Senior,3.73,13.09,COPYWRITING/DRAFTING,Intermediate,1,TRUE,16.34,4,Allowed_With_Disclosure,4,3.246,49.07,Low
101070,STEM,Senior,3.658,8.28,Summarizing_Reading,Intermediate,3,FALSE,15.82,4,Allowed_With_Disclosure,9,2.57,82.03,Low
101071,STEM,Sophomore,3.515,5.42,Ideation,Beginner,2,FALSE,15.04,5,Allowed_With_Citation,2,4,67.23,High
101072,Business,Freshman,2.729,15.51,Summarizing_Reading,Beginner,2,FALSE,8.1,3,Strict_Ban,4,3.828,86.05,Low
101073,Business,Junior,3.513,9.07,Debugging/Troubleshooting,,2,FALSE,5.74,3,Strict_Ban,6,3.587,70.94,Medium
101074,Medical,Freshman,3.119,4.93,Debugging/Troubleshooting,Beginner,1,FALSE,11.32,1,Allowed_With_Citation,3,3.98,95.99,Medium
101075,STEM,Freshman,3.042,,Summarizing_Reading,Beginner,4,FALSE,12.06,5,Allowed_With_Disclosure,2,3.464,86.71,Medium
101076,STEM,Freshman,2.927,7.78,Debugging/Troubleshooting,Intermediate,1,TRUE,14.15,2,Allowed_With_Citation,2,3.901,61.81,Low
101077,BUSINESS,Senior,3.131,2.69,Ideation,Intermediate,1,FALSE,11.05,2,Allowed_With_Citation,6,3.29,61.97,Low
101078,STEM,Junior,,7.26,SUMMARIZING_READING,Intermediate,1,FALSE,8.94,3,Strict_Ban,9,3.449,67.29,Low
101079,Business,Sophomore,3.268,13.84,Summarizing_Reading,Beginner,2,TRUE,9.29,1,Strict_Ban,3,3.604,76.43,Low
101080,STEM,Freshman,3.131,2.18,Copywriting/Drafting,Intermediate,1,FALSE,10.38,4,Strict_Ban,2,3.16,82.34,Medium
101081,Medical,Freshman,3.288,7.77,Ideation,Intermediate,1,TRUE,12.02,2,Strict_Ban,6,2.814,82.5,Low
101082,STEM,Senior,3.421,13.75,Copywriting/Drafting,Intermediate,3,TRUE,17.66,4,Allowed_With_Disclosure,1,3.135,55.78,Medium
101083,STEM,Senior,3.082,8.99,Copywriting/Drafting,Advanced,5,TRUE,10.33,4,Allowed_With_Disclosure,3,3.055,68.51,Medium
101084,Humanities,Junior,2.905,26.89,Summarizing_Reading,Intermediate,5,FALSE,5.59,2,Strict_Ban,2,2.732,87.17,Low
101085,Business,Sophomore,2.397,2.51,Ideation,Intermediate,5,FALSE,16.47,4,Allowed_With_Disclosure,3,3.799,82.9,High
101086,STEM,Sophomore,3.508,7.45,Summarizing_Reading,Intermediate,5,FALSE,10.8,1,Allowed_With_Citation,1,3.012,44.47,Medium
101087,STEM,Senior,3.232,14.63,Summarizing_Reading,Advanced,2,FALSE,10.6,1,Allowed_With_Citation,2,3.211,87.99,Medium
101088,Humanities,Junior,3.13,,Debugging/Troubleshooting,Advanced,5,FALSE,10.41,1,Strict_Ban,3,3.049,68.4,Low
101089,Humanities,Freshman,3.669,6.19,Ideation,Beginner,2,FALSE,14.59,1,Allowed_With_Citation,8,3.142,44.18,High
101090,Business,Junior,,1.22,Debugging/Troubleshooting,,2,TRUE,12.87,3,Allowed_With_Citation,5,3.406,72.63,Medium
101091,Humanities,Sophomore,3.222,13.01,IDEATION,Intermediate,1,TRUE,9.34,3,Strict_Ban,7,3.449,63.74,Medium
101092,Medical,Senior,2.814,8.15,Summarizing_Reading,Intermediate,2,FALSE,12.5,3,Allowed_With_Disclosure,9,3.026,79.03,Medium
101093,Humanities,Freshman,3.462,11.78,Ideation,Advanced,2,FALSE,18.3,5,Allowed_With_Citation,1,2.958,78.64,High
101094,MEDICAL,Freshman,2.31,21.33,Debugging/Troubleshooting,Beginner,3,FALSE,19.33,5,Strict_Ban,9,4,83.71,Low
101095,Business,Sophomore,3.522,14.02,Ideation,Advanced,4,FALSE,12.98,2,Allowed_With_Citation,8,2.841,,High
101096,Business,Freshman,3.505,6.95,Copywriting/Drafting,Beginner,3,FALSE,13.04,5,Strict_Ban,10,3.026,64.79,Low
101097,Business,Junior,2.831,1.86,Ideation,Beginner,3,TRUE,16.56,4,Allowed_With_Citation,9,3.722,64.75,Low
101098,Business,Sophomore,3.227,10.15,Debugging/Troubleshooting,Beginner,4,TRUE,14.03,2,Allowed_With_Citation,10,2.647,66.31,Low
101099,Business,Sophomore,2.839,5.26,Copywriting/Drafting,Beginner,5,FALSE,6.64,5,Strict_Ban,5,3.785,70.45,Low
101100,Medical,Freshman,3.371,8.58,Copywriting/Drafting,Intermediate,1,TRUE,4.41,3,Allowed_With_Disclosure,1,3.581,90.79,Medium
101101,Medical,Sophomore,3.528,22.94,Ideation,Intermediate,2,TRUE,16.41,5,Allowed_With_Citation,10,2.97,100,Medium
101102,Business,Senior,2.798,1.81,Ideation,Intermediate,4,TRUE,10.48,4,Allowed_With_Citation,3,2.251,56.71,Low
101103,Humanities,Junior,2.681,8.17,Debugging/Troubleshooting,Advanced,3,FALSE,16.22,5,Allowed_With_Disclosure,5,3.555,82.8,Medium
101104,STEM,Sophomore,3.639,7.12,Ideation,Intermediate,1,FALSE,12.89,3,Strict_Ban,7,3.105,85.01,Medium
101105,Business,Senior,3.976,18.35,Copywriting/Drafting,Advanced,1,FALSE,21.87,1,Allowed_With_Disclosure,3,4,70.72,Low
101106,Humanities,Freshman,3.398,10.77,Copywriting/Drafting,Beginner,4,FALSE,8.89,2,Allowed_With_Citation,2,3.481,55.78,High
101107,STEM,Sophomore,3.427,2.83,Debugging/Troubleshooting,Intermediate,4,FALSE,18.05,4,Allowed_With_Disclosure,3,3.344,77.94,High
101108,Business,Senior,3.067,10.91,Summarizing_Reading,Intermediate,5,TRUE,13.02,2,Allowed_With_Disclosure,3,2.808,78.21,Medium
101109,Business,Freshman,3.272,6.46,Copywriting/Drafting,Intermediate,5,FALSE,,5,Allowed_With_Disclosure,10,3.72,77.1,High
101110,Medical,Senior,3.34,6.94,Summarizing_Reading,Beginner,4,TRUE,4.03,2,Allowed_With_Disclosure,5,3.49,75.72,Low
101111,STEM,Freshman,3.127,19.82,Debugging/Troubleshooting,Intermediate,1,TRUE,8.54,1,Allowed_With_Citation,1,2.801,85.64,Low
101112,STEM,Junior,3.74,12.39,Debugging/Troubleshooting,Advanced,4,FALSE,19.78,2,Allowed_With_Citation,6,2.789,60.94,Unknown
101113,Humanities, Sophomore ,3.271,4.48,Summarizing_Reading,Advanced,3,TRUE,12.94,3,Strict_Ban,6,2.946,84.13,Medium
101114,Medical,Junior,3.322,2.64,Debugging/Troubleshooting,Intermediate,4,TRUE,10.46,2,Allowed_With_Citation,3,3.033,63.76,Medium
101115,Medical,Junior,3.135,21.63,Copywriting/Drafting,Intermediate,1,FALSE,14.32,1,Allowed_With_Citation,1,2.857,71.3,Low
101116,Medical,Sophomore,3.176,2.45,Summarizing_Reading,Intermediate,3,FALSE,12.76,2,Allowed_With_Disclosure,2,2.952,60.08,Medium
101117,Medical,Junior,3.687,6.55,Copywriting/Drafting,Intermediate,4,FALSE,14.51,5,Allowed_With_Citation,8,2.991,83.42,High
101118,STEM,Junior,3.258,12.18,Copywriting/Drafting,Beginner,4,FALSE,11.56,3,Allowed_With_Disclosure,7,3.37,51.88,Medium
101119,STEM,Senior,3.268,92.62688479,Copywriting/Drafting,Intermediate,1,FALSE,6.05,5,Strict_Ban,10,3.647,86.29,High
101120,Business,Freshman,3.273,2.81,Ideation,Intermediate,2,FALSE,12.95,5,Allowed_With_Citation,9,3.343,86.64,Low
101121,Business,Junior,3.054,9.86,Summarizing_Reading,Advanced,5,TRUE,10.05,3,Allowed_With_Citation,10,2.812,67.89,Low
101122,Medical,Sophomore,2.637,3.98,Ideation,Beginner,2,FALSE,,2,Allowed_With_Disclosure,6,3.242,89.11,Medium
101123,Medical,Senior,3.829,19.97,Ideation,Intermediate,2,FALSE,2.52,3,Allowed_With_Citation,9,3.361,58.94,Medium
101124,Medical,Freshman,3.627,4,Copywriting/Drafting,Advanced,1,FALSE,11.8,5,Allowed_With_Citation,8,3.439,73.87,High
101125,Business,Junior,3.7,24.35,Copywriting/Drafting,Intermediate,3,FALSE,7.5,1,Allowed_With_Disclosure,1,3.748,97.49,Low
101126,Humanities,Junior,2.771,1.45,Summarizing_Reading,Intermediate,1,FALSE,,4,Strict_Ban,10,3.244,87.64,Low
101127,Humanities,Sophomore,3.778,11.63,Copywriting/Drafting,Intermediate,2,FALSE,22.78,4,Strict_Ban,6,3.545,70.21,Medium
101128,Business,Junior,3.987,8.66,Copywriting/Drafting,Beginner,1,TRUE,22.92,5,Allowed_With_Disclosure,9,2.597,100,High
101129,Business,Sophomore,3.618,6.65,Ideation,Beginner,3,FALSE,2.91,5,Allowed_With_Disclosure,8,2.709,58.86,Low
101130,Business,Junior,3.859,7.11,Debugging/Troubleshooting,Beginner,3,FALSE,13.63,1,Allowed_With_Citation,9,2.843,66.86,Low
101131,Business,Junior,3.519,6.74,Summarizing_Reading,Beginner,2,FALSE,9.61,5,Allowed_With_Disclosure,3,3.133,,Low
101132,Business,Sophomore,2.861,21.58,Ideation,Intermediate,2,TRUE,,3,Strict_Ban,4,2.898,65.4,Low
101133,Business,Freshman,3.403,12.02,Copywriting/Drafting,Intermediate,4,FALSE,11.13,5,Allowed_With_Disclosure,1,3.417,71.02,Low
101134,Medical,Senior,2.792,12.42,Ideation,Advanced,3,FALSE,11.83,3,Strict_Ban,6,2.896,69.48,Medium
101135,Medical,Sophomore,2.961,6.04,Debugging/Troubleshooting,,3,TRUE,4.45,4,Allowed_With_Citation,5,4,95.88,Low
101136,Medical,Freshman,3.327,11.85,Ideation,Beginner,1,FALSE,9.63,3,Allowed_With_Citation,5,3.91,52.56,Low
101137,Medical,Freshman,3.273,1.96,Summarizing_Reading,Intermediate,2,FALSE,9.47,1,Allowed_With_Disclosure,6,3.032,100,High
101138,Business,Sophomore,3.385,14.73,Copywriting/Drafting,Beginner,4,FALSE,10.78,5,Strict_Ban,5,3.512,72.64,High
101139,Humanities,Senior,2.483,6.46,Summarizing_Reading,Beginner,2,FALSE,10.88,1,Allowed_With_Citation,7,3.489,,Medium
101140,STEM,Sophomore,3.138,4.4,Copywriting/Drafting,Beginner,3,FALSE,18.82,1,Strict_Ban,2,3.541,78.88,Medium
101141,Business,Junior,3.42,2.05,Ideation,Intermediate,2,FALSE,16.26,1,Allowed_With_Disclosure,7,3.276,86.02,Medium
101142,STEM,Junior,3.499,8.55,Summarizing_Reading,Beginner,3,FALSE,10.11,5,Allowed_With_Disclosure,9,3.279,185.4092641,Medium
101143,Humanities,Freshman,3.526,0.96,Debugging/Troubleshooting,Intermediate,4,TRUE,8.62,1,Strict_Ban,3,3.773,73.33,Low
